CODELIST_SUBMVAL,TERM_SUBMVAL,SPONSOR_NAME,SPONSOR_NAME_SENTENCE_CASE,NCI_PREFERRED_NAME,ORDER,CONCEPT_ID,CATALOGUES,DEFINITION
REPEATING_VISIT_FREQUENCY,QD,Daily,daily,Daily,1,C25473,,Daily frequency
REPEATING_VISIT_FREQUENCY,EVERY WEEK,Weekly,weekly,Weekly,2,C67069,,Weekly frequency
REPEATING_VISIT_FREQUENCY,QM,Monthly,monthly,Monthly,3,C64498,,Monthly frequency
