CODELIST_SUBMVAL,SPONSOR_NAME,SPONSOR_NAME_SENTENCE_CASE,TERM_SUBMVAL,DEFINITION,ORDER,CONCEPT_ID,NCI_PREFERRED_NAME,CATALOGUES
VSCAT,Body Measurement,body measurement,BODY MEASUREMENT,Body Measurement,2,,Body Measurement,
