CODELIST_SUBMVAL,SPONSOR_NAME,SPONSOR_NAME_SENTENCE_CASE,TERM_SUBMVAL,DEFINITION,ORDER,CONCEPT_ID,NCI_PREFERRED_NAME,CATALOGUES
MHSCAT,Predisposing Factors,predisposing factors,PREDISPOSING FACTORS,Relevant Predisposing Factors,1,,Predisposing Factors,
