CODELIST_SUBMVAL,TERM_SUBMVAL,SPONSOR_NAME,SPONSOR_NAME_SENTENCE_CASE,NCI_PREFERRED_NAME,ORDER,CONCEPT_ID,CATALOGUES,DEFINITION
TBLIND,double-dummy,Double Dummy,double dummy,Double dummy,1,,,A study in which both treatment groups may receive placebo
